Geoid20,Adjacent_Geoids
371190058632005,"371190058631000, 371190058642000, 371190058641017, 371190058632007, 371190058632001, 371190058431003, 371190058431007, 371190058632006, 371190058632003, 371190058632008"
371190057143002,"371190057143013, 371190057143000, 371190057143012, 371190057143011, 371190057143010, 371190057143014, 371190057143018, 371190057143004, 371190057143001, 371190057143003, 371190057151040, 371190057151039"
371190055201008,"371190055201007, 371190055201009, 371190055201010"
371190055193015,"371190055193025, 371190055193026, 371190055193014, 371190055193016, 371190055193020, 371190055193012"
371190059132007,"371190059152018, 371190059133014, 371190059132005, 371190059152004, 371190059132003"
371190063091002,"371190063091003, 371190062121001, 371190063091001, 371190063081031, 371190062121000, 371190063081076"
371190015081009,"371190015082006, 371190015081013, 371190015082008, 371190015082007, 371190015072002, 371190015081012, 371190015081010, 371190015081001, 371190015081008, 371190015081011, 371190015081004"
371190058663012,"371190058663015, 371190058663014, 371190058663016, 371190058663019, 371190058663021, 371190058663013, 371190058663010"
371190061091014,"371190061091015, 371190061091013, 371190061091008, 371190061091007"
371190062122017,"371190062122020, 371190062122019, 371190062122021, 371190062122008, 371190062122006, 371190062122015, 371190062122016, 371190062122003"
371190058511001,"371190058511009, 371190058511002, 371190058511008, 371190058511000, 371190058511003"
371190058242003,"371190058242007, 371190058242006, 371190058242008, 371190058242005, 371190058242004, 371190058242000"
371190058331000,"371190058481003, 371190058321010, 371190058321011, 371190058321012, 371190058332008, 371190058321013, 371190058331001, 371190058332002, 371190030153003, 371190058321000, 371190030161000, 371190030162001, 371190030153001"
371190063072027,"371190063072025, 371190063072018, 371190063072005, 371190063072007, 371190063072003, 371190063072040, 371190063072041, 371190063072030, 371190063072043, 371190063072016, 371190063072029, 371190063072017, 371190063072028"
371190038111000,"371190038111020, 371190038111021, 371190038111019, 371190038111003, 371190038111001, 371190038111011, 371190038052007, 371190038022018, 371190038111002, 371190038022017, 371190038022012, 371190038052002"
371190030181012,"371190030181017, 371190030181011, 371190030181016"
371190057212023,"371190057212022, 371190057212002, 371190057131020, 371190057131002"
371190063051078,"371190063051079, 371190063051058, 371190055251003, 371190063051077, 371190063051075, 371190063051049"
371190055161004,"371190055161001, 371190055161005"
371190030161008,"371190030161000, 371190030161004"
371190019211008,"371190019211003, 371190019211009, 371190019111008, 371190019111006"
371190057232003,"371190057232002, 371190057232001"
371190031021012,"371190031021018, 371190031021019, 371190031021020, 371190031021011, 371190031021008, 371190031021013, 371190031021003, 371190031021005"
371190058552006,"371190058552005, 371190058552002"
371190027021022,"371190027021024, 371190027022008, 371190027022007, 371190027021025, 371190027021023, 371190027022000, 371190027021015"
371190019181005,"371190019141000, 371190019181006, 371190018022020, 371190019181009, 371190019181003, 371190019181004, 371190018022011, 371190018022013, 371190019181000, 371190017023015, 371190018022000, 371190017023011, 371190017023014"
371190058491001,"371190058482008, 371190058492011, 371190058492010, 371190058491007, 371190058491006, 371190058492009, 371190058491002, 371190058491005, 371190058512000, 371190058491003, 371190058492002, 371190058491004, 371190058351033, 371190058351015, 371190058351013, 371190058483005, 371190058351014, 371190058491000"
371190059261002,"371190059261000, 371190059261004, 371190059261009, 371190059262040, 371190059261010, 371190059262036, 371190059262038"
371190057131016,"371190057131017, 371190057131014, 371190057131006, 371190057131010, 371190057131002"
371190029082001,"371190029081000, 371190029082003, 371190029071007, 371190029082002, 371190029082000"
371190057092002,"371190057091004, 371190057091006, 371190057091002, 371190057092007, 371190057092006, 371190057092005, 371190057092003, 371190057092001, 371190057092004, 371190057221009"
371190058281005,371190058281001
371190024002007,"371190022022000, 371190028001001, 371190023001001, 371190024002010, 371190024002008, 371190024002006, 371190024002009, 371190024002004, 371190024002003"
371190024001018,"371190023001001, 371190024002006, 371190023001000, 371190018011005, 371190024001017, 371190024001016, 371190024001013, 371190024001010, 371190011001023, 371190024001011"
370339302004008,"370339302004004, 370339302004034, 370339302004031, 370339302004005"
371190063112007,"371190063101026, 371190063101028, 371190063091000, 371190063081028, 371190063081019, 371190063101027, 371190063101020, 371190063112008, 371190063112009, 371190063112003, 371190063112012, 371190063112011, 371190063111010, 371190063111011, 371190063081000"
371190064031023,"371190064031027, 371190064031026, 371190064031010, 371190064031039, 371190064031009, 371190064031020, 371190064031043, 371190064031016, 371190064031040"
371190025002023,"371190025002028, 371190025002024, 371190025002022, 371190025002021, 371190025002025, 371190025002017"
371190058612005,"371190058612008, 371190058611011, 371190058612004, 371190058612007, 371190058612003, 371190058611008"
371190058671008,"371190058671004, 371190058671006"
371190054042023,"371190055364012, 371190054041016, 371190055364011, 371190054042024, 371190054042025, 371190054041020, 371190054042019, 371190054042018, 371190055364010, 371190054042022"
371190054052012,"371190054041012, 371190054052013, 371190054041011, 371190054052011"
371190043021004,"371190043071012, 371190043071003, 371190043021005, 371190043041028, 371190043041027, 371190043021003"
371190061081002,"371190061081018, 371190061112007, 371190061081019, 371190061082014, 371190061081006, 371190061082010, 371190061112004, 371190061081007, 371190061112005, 371190061112000, 371190061081003, 371190061081004, 371190061081021, 371190061082008, 371190061081005, 371190061082004, 371190061082001, 371190061081008, 371190061082026, 371190061081000, 371190061081001, 371190061082002"
371190058291011,"371190058261005, 371190058261004, 371190058291009"
371190030202013,"371190030203006, 371190030131007, 371190030202015, 371190030203008, 371190030202014, 371190030131000, 371190030203010, 371190030202006, 371190030202009"
371190045001001,"371190045001008, 371190045001004, 371190045001002, 371190045001000"
371190057211005,"371190057211006, 371190057211004, 371190057211001, 371190057211000"
371190064042034,"371190064043064, 371190064091052, 371190064042040, 371190064042032, 371190064042041, 371190064042035, 371190064042030, 371190064042024"
371190055261018,"371190055261025, 371190055261023, 371190055261024, 371190055261027, 371190055261017, 371190055261014, 371190055261019, 371190055261013, 371190055261000"
371190030131023,"371190058521000, 371190030131022, 371190058151007, 371190030131019, 371190030131018"
371190061132018,"371190061132013, 371190061132015, 371190061132006, 371190062241095"
371190062181004,"371190062181002, 371190062181007"
371190019211006,"371190019211003, 371190019211005"
370670034042001,370670034042000
371190019172017,"371190019161012, 371190019171000, 371190019171004, 371190019161013, 371190019172008"
370630018116004,370630018116000
371190062221031,"371190062221007, 371090711022042, 371190062221030, 371190062221010, 371090711022049, 371190062221006, 371190062221032, 371090711022050"
371190058113001,"371190058113007, 371190058113008, 371190058113011, 371190058113006, 371190058113004, 371190058113002, 371190058113005, 371190058112000, 371190058113000, 371190020083000, 371190020072002, 371190058113003, 371190020083011, 371190020083009"
371190061111020,"371190061111018, 371190061111031, 371190061111021, 371190061111019, 371190061111003"
371190057231005,"371190058662010, 371190057232005, 371190058662006, 371190058662005, 371190057231007, 371190057231008, 371190057231009, 371190057231011, 371190057231006, 371190057231010, 371190057232002, 371190057231002"
371190062121007,"371190062142005, 371190062142006, 371190062121029, 371190062121025, 371190062121009, 371190062121006, 371190062121004, 371190062112004, 371190062121008, 371190062112009, 371190062112000, 371190062111002"
371190058612003,"371190058612010, 371190058612009, 371190058612004, 371190058612005, 371190058611008, 371190058612002, 371190058611007, 371190058612001"
371190062091023,371190062091013
371190057132022,"371790203091007, 371190057132018, 371790203101000, 371790203091002, 371190057132014, 371790203091001"
371190061032011,"371190061032015, 371190061032018, 371190061032019, 371190061032014, 371190061032013, 371190061032012, 371190061032000, 371190061032008, 371190061032002, 371190061032007"
371190060122003,"371190060122010, 371190060122012, 371190060122011, 371190060122000, 371190060121024, 371190060111031"
371590512021038,"371590512021015, 371590512021013, 371590512021010, 371590512021003"
371190060111012,"371190060051000, 371190060111011, 371190060111009, 371190060111023, 371190060111018, 371190060111019, 371190060111015, 371190060111007, 371190060111013, 371190060052021, 371190060111014, 371190060111006, 371190060052020"
371190059221012,"371190059221015, 371190059221009, 371190059221013"
371190025002020,"371190025002027, 371190025001013, 371190025001014, 371190025002026, 371190025002022, 371190025001009, 371190025002021, 371190025002019, 371190025002013, 371190025002017, 371190025002012, 371190025002011, 371190025002016"
371190058663011,"371190058661002, 371190058661001, 371190058663010, 371190058661000, 371190057092005, 371190058663004, 371190058663001, 371190057232010, 371190057232009"
371190058561016,"371190058561013, 371190058561010, 371190058561017, 371190058561005"
371190055302016,"371190055201003, 371190055201004, 371190055201005, 371190055192011, 371190055192010, 371190055192009, 371190055302015, 371190055302000, 371190055302017, 371190055302008, 371190055302001"
371190058672022,"371190058672016, 371190058672000"
371190060052027,"371190060051004, 371190060051003, 371190060052006, 371190060051002, 371190060052026, 371190060052009, 371190060052028"
371190015042013,"371190015042018, 371190015042019, 371190015042012, 371190015042016, 371190015042017, 371190015042014, 371190015042015, 371190015042007"
371190013002006,"371190013002009, 371190013002010, 371190013002008, 371190013002005, 371190013002007, 371190013002004, 371190014002041, 371190013002003, 371190014002040"
371190059232021,"371190059301006, 371190059242020, 371190059131008, 371190059232015"
371190016031000,"371190016033000, 371190016031006, 371190016031014, 371190016031007, 371190016033004, 371190016031008, 371190016031009, 371190016031003, 371190016031004, 371190016031001, 371190016031010, 371190016082008, 371190016082005, 371190016082007, 371190016031002, 371190016031005, 371190016081016"
371190058283001,"371190058281001, 371190058283002, 371190058281000, 371190058283000, 371190031052012"
371190024002001,"371190024002005, 371190024002002, 371190024002003, 371190024001013, 371190024002000, 371190024001014, 371190024001015"
371190024001014,"371190024002002, 371190024002001, 371190024001013, 371190024001010, 371190024002000, 371190024001015, 371190024001009, 371190024001000"
371190057201015,"371190057201012, 371190057212029"
371190048003000,"371190048003006, 371190048003002, 371190050002006, 371190050002002, 371190048003001, 371190050002001, 371190051001019, 371190048001004, 371190048001003"
371190031051004,"371190031051014, 371190031051015, 371190031062000, 371190031051005, 371190031051002, 371190031051003"
371199801001038,"371190059281001, 371190059281000, 371199801001039, 371199801001037, 371190039031010, 371199801001005, 371199801001004"
371190045001014,"371190045001016, 371190045002015, 371190045002014, 371190045001015, 371190045001006, 371190045001011, 371190047001000, 371190046002018, 371190046002017"
371190064102009,"371190064071034, 371190064071038, 371190064102029, 371190064102010, 371190064071001, 371190064071005, 371190064071000, 371190064102014, 371190064102008, 371190064102017, 371190064102013, 371190064102011, 371190064102016, 371190064102012, 371190064102015, 371190064102001, 371190064102004, 371190064102018, 371190064102000"
371190020072002,"371190058113001, 371190058662011, 371190058113000, 371190020072005, 371190020083000, 371190019272003, 371190019272004, 371190020072004, 371190020072003, 371190019272002, 371190020072000, 371190020071018"
371190059262002,"371190059262024, 371190059262013, 371190059251006, 371190059262003, 371190059262001, 371190059262000"
371190058631006,"371190058642018, 371190058631007, 371190058642020, 371190058631005, 371190058642021, 371190058631000"
371190031052011,"371190031052013, 371190031052009, 371190031052010, 371190031052003"
371190056273021,"371190056273017, 371190056273030, 371190056273022"
371190064033041,"371190064033038, 371190064033042, 371190064033023, 371190064033036, 371190064033027, 371190064033003"
371190062082014,"371190062082009, 371190062082000, 371190062081003"
371190038072004,"371190038072003, 371190038072005"
371190040001009,"371190040002011, 371190040002010, 371190040002009, 371190040002008, 371190040001016, 371190040001008, 371190040001010, 371190040001011, 371190040001004, 371190040001003"
371190057141004,"371190057141006, 371190057141003, 371190057141064, 371190057141014, 371190057141005"
371190058453017,"371190058453021, 371190058453019, 371190058453018, 371190058453004, 371190058453001"
371190058571011,"371190058571017, 371190058571019, 371190058571012, 371190058571020, 371190058571003, 371190058571010, 371190058571013, 371190058571015, 371190058571000"
371190058361010,"371190058361016, 371190058361014, 371190058361013, 371190058361011, 371190058361012, 371190058361009, 371190058362007, 371190058361006, 371190058361005, 371190058361008, 371190058361004"
371190056213016,"371190056213018, 371190056213015, 371190056213014"
371190019202001,"371190019261000, 371190019202005, 371190019202000, 371190019202004, 371190019202002, 371190019141009, 371190019201008, 371190019201004, 371190019201003, 371190019201005"
371190058642032,"371190058642027, 371190058642029, 371190058642028, 371190058642031, 371190058642024, 371190058642026"
371190059201004,"371190059201013, 371190059202006, 371190059202005, 371190059201009, 371190059201003, 371190059201007"
371190059201008,"371190059201009, 371190059201007"
371190001031003,"371190001031004, 371190001031002, 371190005031006, 371190001031000, 371190005031008, 371190005021008"
371190055203006,"371190055203005, 371190055203011, 371190055203013, 371190055203007, 371190055203012, 371190055203002, 371190055203008, 371190055203000, 371190055202009, 371190055202000"
371190062082001,"371190062082000, 371190062081018"
371190012001006,"371190012001009, 371190012001007, 371190012001005, 371190012001002"
371190030192008,"371190030192009, 371190030202003, 371190030192006, 371190030192007, 371190030192005, 371190030192004, 371190030202004"
371190058341025,371190058341023
371190059251012,"371190059251028, 371190059251030, 371190059251024, 371190059251020, 371190059251022, 371190059251021, 371190059251023, 371190059251025, 371190059251015, 371190059182000, 371190059251016, 371190059251013, 371190059182002, 371190059262024, 371190059251017, 371190059251014, 371190059182003, 371190059251019, 371190059251018, 371190059251008, 371190059251007, 371190059183004"
371190059191012,"371190059191011, 371190059191013, 371190059191015, 371190059191002, 371190059191000"
371190039024008,"371190039024005, 371190039024009, 371190039024010, 371190039024011, 371190039024003, 371190039024002, 371190039024004"
371190058481004,371190058481003
371190060161009,"371190060152005, 371190060152006, 371190060161004, 371190060161003"
371190058172000,"371190058172010, 371190058172012, 371190058172001, 371190058472009, 371190058472008, 371190058472005, 371190058172007, 371190058172002, 371190058172008, 371190058171003, 371190058171007"
371190054061019,"371190054061024, 371190054061025, 371190054061026, 371190054061017, 371190054061018"
371190060052010,"371190060052007, 371190060052018, 371190060052008, 371190060052016, 371190060052014, 371190060052000, 371190060052012, 371190060052011, 371190060052013, 371190060052015, 371190060052001, 371190060052002"
371190030132016,"371190030132031, 371190030132015, 371190030132017, 371190030132014, 371190030132013, 371190030132006"
371190031021006,"371190031021008, 371190031021003, 371190029103011, 371190031021007, 371190029103010, 371190031021001"
371190057232006,"371190057232009, 371190057221009, 371190057221008, 371190057232005, 371190057221007, 371190057232008, 371190057232007, 371190057221004, 371190057221003, 371190057232002, 371190057232000, 371190057221000"
371190058642024,"371190058642027, 371190058642028, 371190058642032, 371190058642023, 371190058642026, 371190058642025, 371190058642004, 371190058631012, 371190058631010, 371190058631009"
371190062241001,"371190062241002, 371190062241000, 371190062122002, 371190062122000"
371190018022025,"371190018022027, 371190018022017, 371190018022026, 371190018022016"
371190059192000,"371190040004022, 371190060122028, 371190040004012, 371190040004011, 371190043031028, 371190059192033, 371190059192001"
371190027023010,"371190029101005, 371190029103000, 371190029101004, 371190029101003, 371190029091001, 371190027023009, 371190027023007, 371190029091000"
371190055261019,"371190055082000, 371190055261025, 371190055082001, 371190055261018, 371190055261020, 371190055261021, 371190055261022, 371190055261013, 371190055261000"
371190059102009,"371190059102015, 371190059102010, 371190059102012, 371190059102011, 371190059102002, 371190059081023, 371190059102000"
371190058591007,"371190058431003, 371190058431001, 371190058601000, 371190058591002, 371190058591000"
371190058681012,"371190058681013, 371190058681014, 371190058681020, 371190058681003"
371190054062006,"371190054062005, 371190054062000"
371190058621003,"371190058621010, 371190058452032, 371190058621000"
371190022011008,"371190022011005, 371190022011000, 371190022011006, 371190022011002"
371190020071019,"371190020083000, 371190020072004, 371190020072003, 371190020081010, 371190020071018, 371190020071020, 371190020081005, 371190020071012, 371190020071017, 371190020071016"
371190061132013,"371190061132017, 371190061131000, 371190061132019, 371190061122032, 371190061132016, 371190061132015, 371190061132014, 371190061122023, 371190061132018, 371190061132006, 371190062241095"
371190031061008,"371190031061011, 371190031062000, 371190031061007, 371190031061010"
371190059183002,371190059183001
371190057092005,"371190058661001, 371190057092006, 371190058661000, 371190057092002, 371190058663011, 371190057092004, 371190057232009"
371190063051028,"371190063051041, 371190063051042, 371190063051025, 371190063051029, 371190063051009, 371190063051030, 371190063051012, 371190063051021, 371190063051007, 371190063051008"
371190030152010,"371190030151004, 371190030152009, 371190030151000"
371190055251011,"371190055252004, 371190055252002, 371190055251019, 371190055251012, 371190055252001, 371190055251009, 371190055251008, 371190055251013, 371190055251010, 371190055251000"
371190059133014,"371190059301000, 371199802001023, 371190059301001, 371190059152024, 371190059152018, 371190059132007, 371190059152004, 371190059133006, 371190059133005, 371190059132004, 371190059132003"
371190031051005,"371190031051016, 371190031051013, 371190031051015, 371190031051012, 371190031051006, 371190031051009, 371190031051007, 371190031051004, 371190031051002"
371190061151007,"371190061151010, 371190061151004, 371190061151005"
371190057191019,"371190057192006, 371190057191018, 371190057191015, 371190057191023, 371190057191014, 371190057191010, 371190057191003, 371190057192012, 371190057192011, 371190057192008, 371190057181004, 371190057191022, 371190057181003, 371190057191020, 371190057191021, 371190057181000"
371190059081014,"371190059081015, 371190059081017, 371190059081010, 371190059081013"
371190029051015,"371190029052002, 371190029051011, 371190029052001"
371190059192030,"371190059192031, 371190059192034, 371190059192029, 371190059192032, 371190059192028"
370630018063009,"370630018063007, 370630018063010, 370630018063006, 370630018063001"
370630017083005,"370630017093005, 370630017103007, 370630017103003, 370630017103002, 370630017083007, 370630017103000, 370630017083002, 370630017083006, 370630017083001, 370630017081001, 370630017083004, 370630017081006, 370630017083003"
371190057151031,"371190057151030, 371190057143000"
371190057142024,"371190057132002, 371190057142025, 371190057132000, 371190057142022, 371190057142023, 371190057142015"
371190060051003,"371190060051007, 371190060051006, 371190060051009, 371190060051008, 371190060051004, 371190060052006, 371190060052027, 371190060051002"
371190062111010,"371190062111022, 371190062111015, 371190062111011, 371190062111017, 371190062111012, 371190062111013, 371190062111002, 371190062111003, 371190062111007, 371190062111005"
371190063071000,"371190063072000, 371190063071001, 371190063071094, 371190063051007, 371190063071093, 371190063051006, 371190063101063, 371190063071003, 371190063071002"
371190053081001,"371190053053006, 371190053081002, 371190053081000, 371190053053000, 371190053072008"
371190038022007,"371190038022005, 371190038022006"
371190058461007,"371190058461005, 371190058451007"
371190064033044,"371190064042039, 371190064042038, 371190064042037, 371190064042036, 371190064033045, 371190064042030, 371190064033047, 371190064042024, 371190064033046, 371190064042029, 371190064033032, 371190064042017, 371190064042016, 371190064033029"
371190057212019,"371190057212025, 371190057212002, 371190057211006, 371190057212011, 371190057212020, 371190057211003, 371190057182006, 371190057212018, 371190057181009, 371190057181008"
371190063111004,"371190063111007, 371190063111012, 371190063111014, 371190063111011, 371190063111003, 371190063111005, 371190063111001, 371190063111002"
371190015042017,"371190015042018, 371190015042016, 371190015042013"
371190057142015,"371190057132002, 371190057142024, 371190057132000, 371190057142018, 371190057142023, 371190057142013, 371190057142014, 371190057142016, 371190057142011, 371190057142017, 371190057141048, 371190057141047, 371190057141045"
371190030201002,"371190030202001, 371190030201010, 371190030201003, 371190030202000, 371190030191006, 371190030201001, 371190030191008"
371190019172013,"371190057181000, 371190019172012"
371190064091030,"371190064091073, 371190064091034, 371190064091067, 371190064091037, 371190064091068, 371190064091036, 371190064091035, 371190064091033, 371190064091070, 371190064091032, 371190064091109, 371190064091031, 371190064091038, 371190064091026"
371190064102011,"371190064102009, 371190064102013, 371190064102016, 371190064102015"
371190028002010,"371190028002012, 371190028002011, 371190028002009, 371190028002008"
371190031052000,"371190031052002, 371190031052005, 371190031051019, 371190030223005, 371190031051018, 371190030223007, 371190031052001"
371190053051007,"371190053051012, 371190053051011, 371190053052017, 371190053051013, 371190053052008, 371190053051008, 371190053051015, 371190053051006, 371190053051009, 371190053051010, 371190053052006, 371190053051002, 371190053051001"
371190031062000,"371190031062030, 371190031062014, 371190031061013, 371190031062003, 371190031061014, 371190031062001, 371190031062017, 371190031062012, 371190031061011, 371190031062011, 371190031062004, 371190031062007, 371190031062005, 371190031062015, 371190031062016, 371190031062013, 371190031062006, 371190031062002, 371190031061008, 371190031051014, 371190031062008, 371190031062010, 371190031062020, 371190031062009, 371190031051004, 371190031051003, 371190031021018, 371190031062018, 371190031021027, 371190031062019, 371190031061010, 371190031021028, 371190031021013"
371190019192009,"371190019192010, 371190019191001, 371190019192008, 371190019193002, 371190019192001"
371190058492024,"371190058492023, 371190058492025, 371190058492018"
371190019211010,"371190019211011, 371190019211003, 371190019202010, 371190019202009, 371190019202000, 371190019203000"
371190029032016,"371190029033001, 371190029033002, 371190029033005, 371190029032018, 371190029032017, 371190029032015, 371190029032014"
371190062231030,"371190062231031, 371190062231029, 371190062231026, 371190062231028, 371190062231024"
371190058242065,"371190058242057, 371190058242047, 371190058242058, 371190058242048, 371190058242064, 371190058242049, 371190058242063, 371190058242062, 371190058242059"
371190064033020,"371190064091001, 371190064033018, 371190064091006"
371190058242035,"371190058242043, 371190058681002, 371190058242040, 371190058242036, 371190058242037, 371190058242069, 371190058242034, 371190058242038, 371190058242042, 371190058242027, 371190058242026, 371190058242018"
371190058631000,"371190058631007, 371190058631009, 371190058631006, 371190058631008, 371190058642020, 371190058631005, 371190058631002, 371190058642021, 371190058631001, 371190058642000, 371190058632005, 371190058632012, 371190058632008"
371190030132003,"371190030132005, 371190030132028, 371190030132004, 371190030132001, 371190030132002"
371190019113002,"371190019113000, 371190019113005, 371190019113004, 371190019113003, 371190019162009"
371190019161009,"371190019161012, 371190019161016, 371190019161008, 371190019161007"
371190058671000,"371190058671001, 371190058262019, 371190058671002, 371190058672000, 371190058672027, 371190058672026, 371190058262020"
371190055102010,"371190055102007, 371190055102006"
371190062091001,"371190062093002, 371190062093001, 371190062093000, 371190062091019, 371190062091002, 371190062091000, 371190062081012, 371190062081013, 371190062081014"
371190030131018,"371190030131023, 371190058151007, 371190030131017, 371190030131016, 371190030131011, 371190030131019, 371190030083000, 371190030203006"
371190059211060,"371190059211056, 371190059211061"
371190059261034,"371190059261036, 371190059261033, 371190059261009, 371190059261011, 371190059261010"
371190058151012,"371190058151013, 371190058151009, 371190058151010, 371190058151007"
371199803001008,"371190003011001, 371190003011002, 371190003011000, 371190026001007, 371190026001006, 371190026001000, 371199803001009, 371199803001007"
371190058172013,"371190058172017, 371190058161001, 371190058172014, 371190058172005, 371190058161000"
371190020071001,"371190020071005, 371190020071006, 371190020061012, 371190020071003, 371190020061011, 371190020071000, 371190020071002, 371190020061010, 371190020061008"
371190056191006,"371190056191013, 371190056191008, 371190056191011, 371190056191005"
371190020071012,"371190020071019, 371190020081010, 371190020081005, 371190020071017, 371190020071014, 371190020081002, 371190020071013, 371190020071008"
371190062211033,"371190062211003, 371190062211027, 371190062211053, 371190062211026, 371190062211054, 371190062211048, 371190062211049, 371190062211008, 371190062211031, 371190062211032, 371190062211000"
371190063081049,"371190063081035, 371190063081036, 371190063081070, 371190063081032, 371190063081069, 371190063081042, 371190063081050, 371190063081043"
371190059191039,"371190059191038, 371190059191040, 371190059191018"
371190059152020,"371190059152022, 371190059152023, 371190059152007, 371190059152019, 371190059152009, 371190059152021, 371190059152005"
371190062142008,"371190062142020, 371190062142014, 371190062142017, 371190062142001, 371190062142013, 371190062142009, 371190062142004"
371190056151035,"371190056151006, 371190056181000, 370250415061015, 370250415052033, 370250415052012, 371190056151004"
371190059231003,"371190059131003, 371190059231005, 371190059231008, 371190059232015, 371190059231004, 371190059231007, 371190059231002, 371190059232010, 371190059231009, 371190059231011, 371190059231006, 371190059231012"
371190062101012,"371190062101020, 371190062101011"
371190056231013,371190056231011
371190031113006,"371190031112002, 371190031111002, 371190031111004, 371190031112006, 371190031112001, 371190031113011, 371190031113012, 371190031113005, 371190031113007, 371190031113009"
371190057191001,"371190057192002, 371190057192001, 371190057192000, 371190057191017, 371190057191002, 371190056273033, 371190057191000, 371190056212017, 371190056212019"
371190063072025,"371190063072018, 371190063072024, 371190063072026, 371190063072019, 371190063072020, 371190063072003, 371190063072008, 371190063072017, 371190063072027"
371190059301018,"371190059301019, 371190059321021, 371190059321004, 371190059292003, 371190059321003, 371190059321000, 371190059301008"
371190056112001,"371190056112016, 371190056112015, 371190056112003, 371190056112002, 371190056112000, 371190055312013"
371190015082017,"371190015082022, 371190015082015, 371190015082002, 371190015082014, 371190015082018, 371190015082013, 371190015082003"
371190063081075,"371190063081076, 371190063081080, 371190063081074, 371190063081066, 371190063081067"
371190063051014,"371190063051012, 371190063051022, 371190063051020, 371190063051021, 370250413072012, 370250413072000, 370250413072009, 370250413072003, 370250413072005, 371190063051017, 371190063051015, 371190063051019, 371190063051008, 371190063051016, 371190063051018, 371190063051004"
371190059202037,371190059202036
371190055291018,"371190055291017, 371190055291015, 371190055291016"
371190056122013,"371190056122004, 371190056122007, 371190056122010, 371190056122011"
371190058452009,"371190058452017, 371190058452016, 371190058452018, 371190058452010, 371190058452008"
371190019171015,"371190057101002, 371190057101003, 371190019171014, 371190019171016, 371190019171007, 371190019171008, 371190019171012, 371190019171005"
371190018022005,"371190018022002, 371190018022011, 371190018022013, 371190018022000, 371190018022001"
371190038083004,"371190038082002, 371190038072003, 371190038083008, 371190038083006, 371190038083007, 371190038083005, 371190038072001, 371190038083000, 371190038072000, 371190038083002, 371190038083003"
371190058332004,"371190058332008, 371190058332001, 371190058332005, 371190058332002"
371190060091023,"371190060111000, 371190060111004, 371190060091024, 371190060091025, 371190060091026, 371190060091014, 371190060111006, 371190060091019, 371190060091022"
371190039021019,"371190039021005, 371190039021010, 371190039021006"
371190051002019,"371190052003027, 371190052003015, 371190049001000, 371190049001009, 371190050001008, 371190050001004, 371190052002004, 371190051002018, 371190051002011, 371190051002016, 371190051002008"
371190029051004,"371190029051006, 371190029051005, 371190029051007, 371190029051003, 371190029051000, 371190022022011, 371190022022012"
371190043031016,"371190043031019, 371190043031015, 371190043031013, 371190043031017"
371190014002012,"371190014002015, 371190014001025, 371190014002014, 371190014002010, 371190014001023, 371190014001018, 371190014002011, 371190014002002, 371190014002001, 371190014001006"
371190030082004,"371190030082009, 371190030082003, 371190030082002, 371190030082005, 371190030082001"
371190062141006,"371190062141003, 371190062141002, 371190062141000"
371190058242033,"371190058681001, 371190058681000, 371190058242031, 371190058242029, 371190058242028"
371190061051001,"371190061051003, 371190062231057, 371190061051002, 371190062231058, 371190061051000"
371190030132029,"371190030181000, 371190030132028, 371190030162001, 371190030151004, 371190030132001"
371190056273004,"371190056273005, 371190056273035, 371190056273006, 371190056273002, 371190056273007, 371190056273003"
371190035002016,"371190035002031, 371190035002029, 371190035002030, 371190035002026, 371190035002027, 371190035002015"
371190042002010,"371190042002011, 371190042002012, 371190042002009, 371190042002001, 371190042002003, 371190042002004"
371190061152018,"371190061091001, 371190061091000, 371190055101008, 371190061152017, 371190055081027, 371190055081026, 371190061152002"
371190056171000,"371190056171005, 371190056172001, 371190056172003, 371190056171004, 371190056172011, 371190056172013, 371190056171002, 371190056171001, 371190056161020, 371190056161024, 371190056161016"
371190059321024,"371199802001055, 371190059321023, 371199802001048, 371190059321025, 371190059321010, 371199802001042, 371190059321026, 371190059321027, 371190059321009, 371190059321008"
371190016033000,"371190016061003, 371190016061002, 371190016061000, 371190016061001, 371190016033003, 371190016032000, 371190016033001, 371190016033005, 371190016031014, 371190016033004, 371190016031000, 371190016033002, 371190016033006, 371190016031005, 371190016081003, 371190016033007, 371190016081012, 371190016081000"
371190031062012,"371190031062001, 371190031062017, 371190031062000, 371190031062029, 371190031062008, 371190031062009"
371190032012010,"371190032012009, 371190032031001, 371190032012005, 371190032031000, 371190032012006, 371190032012013, 371190032012014, 371190032012012, 371190032012011, 371190032012004, 371190032012002"
371190055343000,"371190056041001, 371190055343001, 371190055343006, 371190056041000, 371190055343007, 371190055342011"
371190031061017,"371190031061018, 371190031061024, 371190031061023, 371190031061012, 371190031061015, 371190031061005, 371190031061016"
371190019231009,"371190019162000, 371190019231006, 371190019232001"
371190004021003,"371190035002021, 371190036001020, 371190036001016, 371190004011006, 371190004021004, 371190004022027, 371190004022026, 371190004011002, 371190004022028, 371190004021002, 371190004021000, 371190004022029"
371190062111002,"371190062121004, 371190062121003, 371190062121007, 371190062112009, 371190062112010, 371190062111024, 371190062111022, 371190062111004, 371190062111003, 371190062111010, 371190062111005, 371190062093058, 371190062093059, 371190062111001, 371190062093057, 371190062093060"
371190056241014,"371190056241015, 371190056241013, 371190056241016, 371190056241028, 371190056241029, 371190056241005, 371190056241003, 371190056241017"
